City Name,Population,Area (sq. km),Smart Infrastructure Score,Energy Consumption,Public Transport Usage,Air Quality Index,Education Index,Healthcare Index,Employment Rate,Smart Grid Adoption,Waste Management Score,Internet Speed (Mbps),Safety Index,Cost of Living Index
City234,9350630,562.27,77.03,436.38,35.51,71.76,99.83,32.35,12.88,91.45,18.63,223.01,6.9,117.96
City235,1072373,996.64,18.12,822.49,33.87,16.56,5.82,61.71,44.76,66.46,30.04,524.81,80.51,101.89
City236,7696584,858.57,15.49,875.07,56.39,21.35,34.33,31.32,48.23,3.65,50.76,7.21,96.56,103.94
City237,1432628,376.4,82.08,227.11,29.2,92.01,47.29,27.04,54.08,13.79,21.52,745.91,70.23,40.7
City238,5650791,664.56,28.84,681.79,48.08,92.72,67.85,69.65,50.04,7.91,78.66,767.04,0.08,112.07
City239,1961235,505.42,57.16,586.84,11.25,85.53,96.97,0.01,73.45,22.8,31.49,800.69,82.36,85.68
City240,4547705,991.88,32.03,233.98,23.56,68.48,78.62,69.99,5.57,32.49,51.43,274.75,58.48,75.03
City241,1356328,569.32,26.41,363.11,48.42,70.36,78.99,32.99,96.15,66.02,27.79,973.83,52.63,83.12
City242,6776266,436.85,29.27,149.43,60.45,95.06,61.63,67.78,45.87,26.23,48.68,738.5,36.87,94.52
City243,5607632,925.97,63.51,810.59,73.4,72.59,76.5,64.62,62.33,48.42,52.24,361.33,48.48,50.17
City244,2849951,672.77,55.03,950.13,56.35,27.72,35.27,7.72,31.8,16.83,92.3,465.66,52.32,73.02
City245,1132730,890.27,41.1,679.52,44.69,74.53,6.75,94.64,72.69,92.09,38.84,216.67,69.82,32.71
City246,2022465,63.03,26.47,694.71,23.64,20.72,26.62,24.67,25.55,19.8,42.99,494.58,25.92,98.49
City247,7004164,315.85,57.79,972.12,37.4,97.78,90.61,31.59,60.05,75.51,9.87,311.41,76.66,101.84
City248,887490,26.5,59.27,452.97,56.33,77.1,94.09,20.92,63.54,19.51,18.17,505.0,4.92,53.77
City249,7340770,853.68,93.73,556.95,56.78,86.11,36.38,24.52,70.1,93.86,55.52,556.94,14.85,118.98
City250,3014311,788.17,19.86,946.17,72.94,57.85,73.74,54.4,60.81,81.24,4.97,297.77,8.28,32.9
City251,90766,910.1,58.29,987.38,72.78,90.82,78.58,65.03,72.25,40.2,93.99,563.91,59.88,57.4
City252,1032994,535.03,39.21,162.92,75.1,70.05,36.02,28.31,49.35,6.44,34.63,536.2,82.11,34.76
City253,681770,194.99,88.68,506.95,9.41,90.98,17.6,66.49,31.19,29.08,47.82,686.83,25.34,101.7
City254,9805993,17.8,82.51,201.24,22.73,83.69,65.49,72.74,68.28,11.79,69.94,209.44,39.52,71.21
City255,4823984,224.88,65.39,973.59,69.1,96.89,22.7,40.56,96.6,57.73,6.44,206.66,99.52,75.49
City256,212383,183.3,39.93,620.59,78.65,93.46,89.68,88.39,69.78,20.01,36.13,386.81,31.86,81.91
City257,8208269,300.42,28.91,106.3,68.66,84.38,11.3,22.51,27.22,37.95,98.21,750.68,89.4,48.99
City258,8901213,550.91,27.15,870.92,20.27,52.1,45.85,26.51,48.9,57.56,68.78,813.25,67.89,102.64
City259,6971184,346.14,65.55,596.33,13.43,17.28,38.28,16.66,86.45,37.53,6.43,95.99,31.08,56.88
City260,9771600,526.15,21.56,300.86,49.1,52.38,98.72,46.12,79.57,33.17,56.78,460.82,5.15,100.77
City261,7230119,390.99,84.25,340.08,35.65,78.25,2.1,81.29,84.57,71.19,56.68,552.59,37.69,87.16
City262,7164481,345.94,66.62,858.63,78.3,72.48,62.17,26.38,3.12,60.69,90.38,534.64,88.19,51.2
City263,9467097,374.76,67.74,395.11,18.74,53.21,75.88,89.85,56.78,16.68,6.51,265.78,70.85,80.5
City264,9569723,920.23,58.48,831.28,74.55,10.16,24.16,56.99,44.85,15.53,7.27,227.81,16.05,76.95
City265,2647582,904.68,28.24,800.77,52.33,75.9,28.46,99.5,84.96,27.17,80.54,602.4,14.43,70.27
City266,977868,305.38,17.58,910.0,14.63,12.92,59.71,79.27,72.48,13.35,14.9,404.97,31.29,99.27
City267,7027344,761.06,54.37,685.28,38.3,82.54,57.52,63.81,19.56,33.79,49.46,950.15,32.6,82.49
City268,2016599,160.25,43.34,992.63,67.16,75.18,15.66,24.96,39.67,92.23,10.22,495.22,83.64,103.38
City269,8731033,92.01,96.57,584.45,27.96,15.98,64.84,3.73,50.25,67.53,29.23,903.47,28.41,60.76
City270,5891010,909.42,85.84,147.42,22.41,61.58,70.09,45.84,46.2,64.14,20.97,70.53,30.11,90.34
City271,5233660,950.84,66.15,227.85,14.91,91.76,55.56,52.17,77.22,58.77,73.88,346.68,72.52,36.7
City272,1678738,105.47,14.53,931.21,41.76,85.0,27.46,50.08,71.44,85.97,41.79,651.36,54.41,78.67
City273,7152944,982.02,3.64,679.23,73.15,73.29,81.27,18.18,34.83,49.24,87.23,824.4,49.47,40.71
City274,3616975,35.32,34.09,986.13,28.94,97.31,70.56,16.77,43.96,97.34,73.91,802.58,49.84,106.29
City275,3062885,667.73,84.9,641.02,20.81,35.06,37.53,51.27,13.54,27.63,16.02,556.05,11.72,88.75
City276,3027561,847.02,25.12,494.87,51.2,47.28,89.34,55.79,59.99,49.58,3.33,508.12,49.28,79.6
City277,7450621,40.91,21.83,896.89,41.63,36.14,3.18,36.79,34.83,98.8,34.82,643.53,85.19,108.35
City278,7888219,478.32,29.02,815.28,15.3,65.5,68.04,3.68,37.02,90.31,98.81,465.63,88.67,97.26
City279,2093166,261.06,17.17,488.23,72.43,90.97,54.73,29.22,38.32,58.14,0.82,5.63,45.74,35.3
City280,3841491,288.14,36.75,757.27,21.2,16.17,6.65,46.67,73.22,20.48,92.33,116.1,40.26,55.61
City281,252745,946.57,56.96,702.63,43.92,47.67,77.61,29.55,88.2,58.12,11.6,182.78,33.76,101.09
City282,5900220,176.05,94.48,226.2,20.56,92.67,83.48,34.06,17.86,58.21,35.92,290.92,13.14,54.86
City283,1330360,511.88,68.25,121.0,35.09,58.37,90.64,73.38,57.68,19.74,36.19,111.77,96.61,34.33
City284,377957,883.61,73.12,141.66,49.2,67.54,49.3,83.39,61.24,97.12,66.48,376.61,94.79,44.91
City285,5374470,720.87,99.5,480.07,75.52,16.37,2.74,98.75,17.92,21.65,21.39,101.75,42.18,31.54
City286,2966630,254.44,70.06,431.77,16.83,94.19,57.49,5.0,90.9,27.51,30.56,845.24,25.97,44.45
City287,2629032,452.51,18.82,906.29,13.91,59.48,4.91,18.44,1.38,80.34,60.12,73.97,39.33,112.46
City288,683004,966.83,51.18,531.81,68.41,90.06,68.44,87.45,67.03,5.5,55.48,391.62,46.2,57.35
City289,6925304,498.66,36.2,727.35,50.21,87.49,29.76,14.95,31.34,96.26,99.03,759.79,85.84,92.67
City290,9081463,214.02,54.18,441.64,65.87,30.64,10.0,85.13,45.83,42.53,40.71,150.5,67.44,60.48
City291,1926967,211.01,64.14,814.84,53.95,45.78,90.64,66.6,18.55,17.2,25.45,584.16,39.17,57.85
City292,6469265,896.76,91.69,299.17,39.92,79.01,64.98,80.37,92.44,33.9,91.16,645.15,57.6,49.95
City293,5238841,667.24,34.3,285.25,70.48,89.08,79.35,78.39,75.15,89.77,45.94,434.85,74.42,89.58
City294,9774255,950.38,82.31,111.33,64.17,31.15,79.35,70.96,65.84,18.89,21.15,39.85,2.07,46.05
City295,5660600,51.99,18.06,572.58,46.11,79.22,9.92,94.12,44.36,44.32,5.64,38.33,98.69,50.76
City296,5378332,335.34,30.95,656.28,27.16,24.03,49.29,50.75,89.28,80.65,24.51,166.31,70.03,74.34
City297,6254584,859.63,5.26,783.65,48.06,61.06,41.26,78.1,35.17,76.64,89.37,680.46,68.51,53.61
City298,1895374,13.69,34.79,434.18,9.87,37.24,53.25,61.95,92.39,27.76,76.2,536.71,25.88,35.22
City299,5785652,728.9,78.81,392.66,53.86,93.52,23.98,61.64,22.19,25.99,90.58,750.79,21.77,105.17
City300,4811493,850.34,40.92,212.14,61.1,97.19,80.3,77.45,68.89,33.69,72.93,978.97,8.37,50.06
City301,5141870,805.72,55.76,349.47,27.32,22.55,51.72,16.76,85.99,32.95,23.45,904.76,47.58,74.48
City302,5256441,952.2,4.83,198.78,73.62,94.02,41.8,85.86,65.94,79.2,61.38,687.01,74.64,117.77
City303,2395387,646.43,48.5,805.06,13.1,15.75,14.28,73.39,6.92,1.76,39.11,509.05,49.85,96.98
City304,1714184,555.71,68.39,332.71,19.22,63.42,18.09,60.67,72.33,14.2,85.44,467.83,38.54,78.5
City305,9883304,454.98,68.5,491.27,26.78,58.77,29.3,34.66,12.63,78.84,18.38,780.57,58.01,98.45
City306,7408365,11.77,6.28,495.82,22.08,24.91,93.73,1.21,10.57,70.91,67.83,257.16,1.28,57.71
City307,8164852,129.5,95.54,765.4,46.15,33.57,71.74,24.71,43.98,98.94,26.32,811.77,30.34,93.41
City308,5912226,244.7,53.05,841.29,46.35,43.72,41.08,58.85,60.37,4.14,15.61,172.71,18.84,57.06
City309,1770735,968.74,20.35,215.69,37.22,56.2,43.29,99.74,85.91,16.31,94.6,281.66,20.23,92.15
City310,1723871,154.79,75.82,499.72,56.1,41.77,37.59,14.53,22.9,73.9,69.01,226.08,90.71,40.5
City311,2379462,117.12,65.57,200.11,58.32,59.42,59.79,37.14,57.66,38.9,44.98,469.71,76.45,42.25
City312,6587579,519.69,85.02,337.88,60.79,92.59,50.74,82.76,9.73,60.26,44.34,639.2,90.12,66.16
City313,1059290,532.57,29.67,973.62,78.65,84.96,93.58,31.52,19.95,47.12,94.89,631.02,21.1,55.27
City314,9004765,59.63,73.32,404.57,46.11,51.25,27.28,15.87,93.35,25.86,34.1,618.99,22.22,105.36
City315,1696052,818.77,70.12,887.03,76.8,74.5,52.08,54.3,57.66,67.82,54.59,405.45,45.91,30.13
City316,9846199,937.43,5.22,383.11,52.57,65.17,9.52,61.26,34.13,47.48,74.55,73.15,22.72,115.09
City317,8095490,651.5,2.54,360.71,9.92,53.77,85.58,5.04,33.01,67.98,87.66,351.47,49.41,68.72
City318,5295904,580.55,71.22,382.05,68.46,16.68,24.38,67.0,37.76,64.96,79.84,149.56,5.64,32.94
City319,5857659,209.3,3.19,368.27,38.39,75.0,54.47,74.25,46.19,66.29,34.41,649.51,51.89,69.89
City320,7838516,917.82,41.29,770.52,33.17,51.77,57.95,5.68,5.84,45.26,56.94,240.29,4.12,114.94
City321,1692635,934.01,64.5,932.95,17.05,69.45,87.3,70.09,8.09,58.6,86.29,760.82,8.73,98.94
City322,7243838,672.4,36.74,413.26,77.36,97.45,86.68,92.27,73.56,23.74,28.88,465.86,51.21,43.04
City323,9985897,892.57,3.5,885.85,18.38,77.64,99.56,94.09,25.02,98.38,59.58,421.94,42.97,76.56
City324,7813567,834.05,23.48,490.73,34.35,22.69,1.79,86.61,40.92,98.06,0.41,604.77,72.37,43.7
City325,2693934,280.31,54.96,128.62,56.07,11.31,81.44,60.31,92.66,88.53,74.12,641.05,5.39,45.82
City326,7455245,883.55,88.63,645.62,20.73,71.97,65.82,52.13,93.42,11.71,23.75,608.12,60.32,89.09
City327,9529513,791.2,39.42,911.53,12.39,79.24,22.35,69.65,77.53,71.73,0.28,983.38,72.19,57.4
City328,2913908,296.1,95.7,288.6,38.77,98.38,11.46,14.8,83.49,17.73,1.74,44.05,43.88,118.92
City329,7508665,666.76,85.32,966.8,79.01,11.03,27.64,73.15,54.21,41.74,83.88,215.88,63.3,96.51
City330,758539,493.78,39.61,920.82,51.74,44.38,72.3,83.56,29.44,55.76,31.31,499.73,59.07,72.8
City331,9552217,441.72,56.46,728.33,35.88,62.47,97.8,28.73,69.63,81.14,3.03,966.65,11.15,41.04
City332,3124406,384.12,69.39,221.66,23.49,77.99,35.94,79.07,69.04,50.51,79.59,87.89,89.6,82.27
City333,6485179,280.57,26.49,757.62,15.55,71.97,75.15,41.19,56.74,69.99,71.67,939.44,36.03,84.78
City334,2112897,731.53,82.38,915.51,46.72,52.67,5.44,14.83,25.48,34.35,84.8,607.01,87.49,112.52
City335,331772,428.77,54.54,339.53,12.95,28.8,49.18,59.66,24.76,34.18,2.93,783.71,62.4,54.61
City336,4685529,93.05,47.36,504.58,9.83,62.61,11.66,35.51,25.65,83.94,26.05,144.93,73.08,75.34
City337,1695340,185.64,72.42,438.52,23.08,15.86,13.21,52.39,55.91,29.58,16.96,468.63,50.45,53.89
City338,6258738,618.69,68.61,914.22,31.25,29.98,19.42,76.13,73.13,10.64,42.5,202.44,85.12,89.17
City339,7451858,89.66,77.83,127.9,40.93,39.72,41.24,72.82,65.71,36.97,82.14,403.24,62.97,54.05
City340,5349568,918.18,70.26,825.17,12.62,45.33,28.17,83.69,36.57,87.2,62.51,770.96,0.62,80.84
City341,3473727,638.69,98.31,652.79,10.73,89.86,78.73,50.94,63.41,17.3,0.45,865.59,64.23,61.01
City342,3618367,213.04,2.36,170.82,11.05,92.15,0.89,89.92,30.78,99.67,38.9,631.6,25.04,94.15
City343,8144254,606.45,49.46,733.04,19.16,89.15,14.16,60.4,33.49,82.68,47.89,922.7,94.65,77.48
City344,8007055,689.64,58.89,446.64,51.37,77.28,73.65,78.86,53.94,29.37,88.61,304.14,24.28,45.05
City345,4666953,96.12,31.91,897.67,77.86,38.46,72.19,22.05,47.65,8.71,86.27,333.86,6.66,68.33
City346,2201744,20.62,57.27,671.39,41.87,37.63,30.93,68.71,43.22,60.21,68.69,756.16,2.82,92.79
City347,4959936,783.31,24.45,655.21,36.21,65.5,17.08,58.71,42.85,3.43,69.86,391.81,97.82,39.28
City348,3189052,834.89,78.62,604.13,71.22,86.85,32.74,25.7,29.35,28.8,33.43,353.25,64.08,91.42
City349,2652062,654.56,91.33,131.07,8.25,74.18,53.86,83.42,47.15,1.11,98.23,45.31,40.5,118.92
City350,9899023,61.45,58.91,840.98,65.1,86.7,87.94,79.48,77.5,54.1,5.82,832.05,16.33,92.6
City351,5913697,932.57,3.7,468.86,46.08,67.23,24.24,65.18,49.75,18.79,3.63,315.37,67.74,73.01
City352,2483719,311.31,71.02,900.55,62.36,71.02,4.32,76.61,30.74,83.25,95.6,402.71,51.81,43.73
City353,1709891,812.63,91.15,428.91,77.48,56.74,55.54,35.09,76.97,59.32,64.38,721.93,9.88,52.56
City354,8439380,36.71,63.47,380.63,17.6,96.65,30.99,58.86,80.56,85.04,63.28,103.44,85.74,68.14
City355,9107308,928.71,58.41,534.58,13.38,15.56,50.19,51.68,8.2,27.63,12.02,986.4,45.58,86.14
City356,9674510,622.25,14.8,851.16,14.41,55.54,12.15,39.55,97.57,19.3,67.9,150.83,43.01,119.85
City357,5763189,211.6,70.56,802.78,49.33,39.73,79.75,90.88,42.17,88.33,43.08,124.44,16.8,87.34
City358,4300094,627.69,58.22,603.15,6.67,69.52,86.97,24.93,42.84,58.52,36.81,846.27,41.65,56.97
City359,3387829,578.16,24.98,167.55,49.7,64.56,58.87,94.72,61.83,63.72,41.64,536.32,1.6,94.31
City360,2706134,175.74,58.56,644.56,20.58,36.66,29.19,23.78,25.71,43.28,48.58,238.25,24.0,88.98
City361,9063602,651.94,64.69,958.73,44.61,82.59,6.53,71.61,19.11,57.21,80.12,271.85,96.2,52.69
City362,6102404,38.08,9.21,443.75,79.24,44.11,66.38,81.85,11.02,91.66,66.64,388.78,98.56,38.09
City363,8675963,227.02,59.52,711.21,14.58,29.45,12.17,76.86,7.95,54.48,79.97,493.92,97.67,33.98
City364,9600480,587.71,94.11,753.34,39.79,52.18,9.15,8.6,54.98,46.55,67.16,11.39,61.09,46.23
City365,911755,385.28,72.14,546.38,13.22,92.88,96.23,34.35,71.5,72.2,55.15,565.43,68.94,104.96
City366,9142589,365.03,62.85,549.03,36.13,53.76,53.99,73.45,41.77,76.23,16.58,644.11,41.3,87.32
City367,8855517,994.61,76.9,268.72,32.46,17.01,63.82,98.22,62.17,17.98,27.11,15.12,98.96,92.81
City368,2136249,300.13,75.08,648.78,7.27,39.46,42.54,35.11,34.64,19.64,42.41,976.95,18.9,48.66
City369,9851958,117.66,17.6,980.8,53.43,93.46,12.98,83.73,20.8,24.0,98.91,864.61,0.53,41.4
City370,2457765,503.32,60.43,282.07,28.44,40.1,31.43,35.33,7.86,77.95,69.74,137.03,80.92,53.43
City371,4973725,160.05,85.8,102.48,42.55,67.64,44.54,82.96,25.16,61.95,0.59,967.28,53.53,95.45
City372,9942029,25.93,25.21,831.55,77.56,79.36,83.44,32.06,69.13,58.51,35.99,820.97,7.66,75.62
City373,2900210,240.38,8.68,311.26,77.77,58.07,22.43,89.24,62.63,20.42,76.9,714.88,99.4,116.51
City374,6482344,546.46,79.16,136.47,21.39,53.11,64.65,75.09,80.81,52.03,0.15,144.59,36.68,66.24
City375,7201994,912.38,6.22,651.15,30.75,40.29,0.85,30.18,30.3,2.6,23.94,6.97,33.45,60.48
City376,3495797,391.49,20.75,292.88,74.21,21.09,65.07,41.32,91.41,54.68,79.72,538.32,44.03,34.23
City377,81184,742.19,95.29,136.01,45.18,80.61,73.12,79.28,8.74,53.13,94.84,181.56,34.45,38.58
City378,2603172,592.04,32.01,546.7,16.28,33.4,87.13,26.28,5.44,91.91,81.82,165.36,68.92,41.44
City379,5870541,980.45,9.41,260.29,15.26,10.76,31.16,55.43,63.65,24.46,72.66,868.33,5.87,108.33
City380,2212809,835.31,74.98,316.72,68.1,71.5,80.23,14.43,52.21,70.17,24.51,473.27,88.08,62.73
City381,3167793,679.22,92.59,613.45,59.15,20.3,55.71,60.7,22.24,80.22,54.75,278.27,27.19,47.19
City382,4415579,886.73,12.25,329.93,62.1,61.68,92.57,50.72,93.45,47.63,62.85,790.48,1.57,75.01
City383,6368071,629.45,91.62,233.03,19.42,21.23,97.29,13.15,58.34,47.68,68.4,545.91,74.29,63.03
City384,7718398,40.04,50.16,946.8,37.1,71.09,42.14,16.7,81.63,40.0,54.04,833.1,52.0,55.07
City385,1882390,892.84,51.0,678.24,40.33,60.31,61.04,95.6,88.18,91.96,61.24,133.65,3.62,95.65
City386,4755638,151.5,98.29,309.56,24.77,98.11,71.89,43.7,51.79,69.44,35.09,810.22,36.67,107.75
City387,5808161,463.62,28.99,178.72,7.61,34.14,34.77,52.84,18.41,51.19,40.86,80.9,18.43,92.61
City388,5932784,959.96,21.26,331.43,17.2,25.46,39.74,85.3,14.34,23.53,56.27,194.66,32.25,107.54
City389,7878650,403.1,3.49,949.62,49.06,32.0,96.35,47.29,27.49,92.82,97.41,74.37,9.74,95.81
City390,4182746,423.09,72.12,820.09,47.7,51.28,81.9,97.47,13.27,3.18,46.52,281.99,62.42,40.7
City391,1826583,491.82,40.07,105.46,53.31,55.96,80.55,87.9,6.6,18.23,65.36,399.78,90.27,109.78
City392,32504,87.35,75.63,392.32,36.9,81.93,58.62,90.59,43.76,5.14,33.77,876.42,62.8,52.29
City393,934956,762.17,19.03,905.73,14.92,55.94,43.22,60.26,58.36,67.34,31.32,228.42,86.15,111.68
City394,8364332,16.39,53.37,190.84,9.3,41.45,20.51,69.56,28.63,74.52,24.27,563.63,93.4,34.13
City395,4861213,909.88,43.14,252.26,11.58,38.74,79.93,11.42,84.97,63.18,97.61,149.51,53.13,59.33
City396,5928437,994.18,89.23,426.58,37.1,35.17,13.02,19.62,46.08,85.29,41.98,113.5,14.01,74.87
City397,833780,959.3,7.09,311.64,59.52,56.89,55.33,19.45,79.3,34.76,64.33,102.58,17.18,76.94
City398,1874836,735.13,11.49,935.61,57.01,95.29,52.23,61.82,50.53,51.56,1.0,40.21,50.11,80.11
City399,2736566,80.88,3.99,763.38,49.57,88.14,39.94,87.24,6.4,37.73,55.11,734.18,97.13,41.06
City400,7056245,738.95,33.07,384.02,67.24,89.9,99.43,77.0,99.79,55.59,3.92,367.32,82.92,31.75
City401,2090881,639.82,99.38,332.68,45.56,26.59,94.42,39.94,10.61,84.65,48.06,773.53,46.97,41.37
City402,8300999,788.22,0.82,394.09,13.34,55.04,6.74,54.46,74.64,36.13,85.39,402.86,3.27,81.19
City403,6956952,504.35,53.49,322.63,31.55,53.44,40.73,44.7,30.32,17.0,14.34,94.35,62.91,70.66
City404,8779519,183.34,29.3,974.68,24.69,82.21,27.65,7.67,46.85,0.41,14.01,651.03,27.93,108.52
City405,4561280,305.11,42.57,741.13,73.88,92.32,27.21,3.43,90.96,38.61,80.16,98.01,16.47,86.11
City406,1746034,539.13,51.39,754.43,44.53,98.8,75.94,98.84,63.1,75.63,77.16,780.98,1.3,69.69
City407,6392406,362.64,76.91,834.56,40.72,12.26,39.35,73.29,97.42,10.33,55.13,19.99,40.62,66.48
City408,548104,163.87,74.21,193.53,60.58,62.82,44.01,37.95,50.23,4.45,51.77,73.34,92.04,56.52
City409,4891126,51.27,62.71,749.68,51.07,54.36,74.28,84.1,95.18,43.41,57.52,166.56,64.02,96.87
City410,457781,193.05,16.86,556.71,37.86,61.2,27.84,49.85,16.16,94.49,20.7,319.52,4.61,67.15
City411,6873184,97.79,18.39,120.94,72.78,84.61,39.75,26.42,2.47,48.85,76.19,512.85,91.17,57.37
City412,8090576,430.37,50.65,441.51,58.63,23.49,12.65,2.65,88.76,55.73,95.65,889.88,4.82,50.4
City413,5266843,100.63,8.62,459.77,62.7,16.07,33.91,28.4,87.4,96.05,61.73,695.08,67.23,97.67
City414,6674294,425.33,93.84,518.77,31.49,27.8,1.59,86.18,93.36,20.87,98.98,22.55,28.64,73.46
City415,5070714,735.11,6.98,271.07,75.43,92.19,39.33,80.95,26.08,74.38,85.11,63.77,33.29,70.42
City416,1194558,434.34,43.54,479.74,46.41,80.79,29.08,17.56,16.27,21.83,8.16,80.7,69.33,40.67
City417,1328526,589.51,32.13,390.04,32.15,85.41,75.06,50.03,84.87,53.83,24.99,616.01,60.17,34.59
City418,5081298,939.85,13.52,224.16,67.21,22.59,98.78,28.18,15.95,10.67,70.83,371.65,56.04,80.96
City419,6379669,383.99,53.61,805.65,65.77,79.66,60.69,64.49,14.98,58.5,61.07,79.77,42.06,113.95
City420,2101137,372.61,86.86,779.48,38.41,67.01,66.51,61.43,52.51,7.09,85.02,136.98,5.87,68.0
City421,2880803,25.37,12.93,956.61,78.47,82.41,70.14,10.65,82.18,98.43,67.35,728.6,6.16,116.21
City422,6997457,160.84,38.81,896.68,26.95,86.84,33.36,18.82,19.97,74.93,8.56,407.06,57.79,87.47
City423,5845917,466.01,99.19,491.43,5.53,16.15,81.84,13.56,95.62,44.68,50.3,18.25,77.21,59.62
City424,9557956,293.9,88.88,205.11,67.97,96.72,17.64,87.2,24.88,71.39,23.94,303.52,21.05,33.51
City425,7027889,530.09,92.62,946.23,37.56,96.77,91.48,62.96,36.94,84.79,6.04,188.12,29.24,64.67
City426,1809587,826.84,25.6,380.63,72.15,79.0,36.32,59.33,39.16,98.35,8.93,405.28,5.23,107.19
City427,10832,353.89,80.16,161.59,59.32,47.57,12.65,72.58,47.26,37.66,30.09,465.28,5.22,77.32
City428,1002711,664.37,66.69,615.18,76.81,32.1,91.41,12.06,16.05,91.66,88.02,628.98,88.55,117.98
City429,8518435,521.89,35.32,489.16,46.64,20.4,23.1,12.17,42.81,58.71,20.33,714.66,20.43,37.16
City430,6441698,879.04,92.61,155.58,55.04,99.05,60.58,23.4,9.27,43.54,27.7,156.33,55.51,93.04
City431,5313163,962.0,42.92,572.7,16.94,23.64,28.09,42.92,25.8,51.42,0.89,91.79,27.22,47.78
City432,1252461,163.94,54.08,334.71,29.62,77.5,24.58,57.63,32.64,1.71,23.48,942.68,51.71,38.68
City433,1392546,568.39,86.37,946.33,16.67,13.88,41.61,40.42,33.46,7.14,76.27,49.68,23.93,90.44
City434,1448656,339.81,50.36,834.63,41.58,98.23,26.65,35.91,68.38,7.05,8.56,787.2,37.51,100.87
City435,8833771,214.56,67.46,718.8,62.49,68.32,96.98,0.84,37.76,16.34,97.99,564.95,42.92,37.75
City436,9452155,416.35,1.29,315.0,54.9,77.7,47.94,33.21,96.54,93.53,56.78,664.78,50.9,72.95
City437,1755962,201.47,31.86,181.83,69.06,27.1,36.19,86.91,16.98,72.24,53.64,119.31,41.89,109.82
City438,3277991,427.63,48.04,535.48,71.25,56.89,55.31,17.31,91.89,75.44,29.14,369.65,67.75,119.66
City439,390862,440.04,40.87,524.29,20.5,91.88,65.95,52.47,47.75,39.71,29.66,653.59,6.57,99.95
City440,3737354,220.44,76.14,138.58,51.11,79.66,83.41,58.18,41.49,58.22,46.08,299.29,3.63,76.96
City441,2654911,502.01,94.96,397.7,70.37,33.28,47.41,42.04,44.26,55.92,15.0,48.3,13.93,49.84
City442,4553107,855.83,9.3,852.53,72.16,15.95,38.88,47.26,63.32,83.78,2.59,694.31,6.96,56.15
City443,7736239,731.45,49.6,347.41,14.92,14.62,86.77,30.59,50.7,71.91,46.05,617.03,72.87,67.4
City444,3199600,480.44,47.5,491.53,71.16,40.86,97.82,79.4,52.93,79.4,33.71,678.15,41.83,35.55
City445,2985918,51.34,37.2,582.89,34.76,30.64,76.46,40.18,42.2,81.21,12.87,640.38,33.22,80.72
City446,2521727,171.42,90.42,532.97,11.17,78.28,45.38,79.14,73.24,41.93,19.95,99.92,41.89,111.09
City447,692530,198.31,57.19,687.48,46.28,77.13,93.73,65.81,98.41,60.14,63.99,427.71,52.4,46.39
City448,5098562,444.55,60.49,677.7,39.4,28.38,90.52,93.77,14.07,52.85,98.46,371.79,93.31,31.77
City449,8760081,776.64,81.75,865.69,55.41,10.06,69.62,84.22,98.45,48.87,24.52,734.6,33.93,72.99
City450,8909118,85.33,31.61,984.79,53.76,70.44,80.35,99.35,22.32,3.46,85.56,944.41,71.05,41.81
City451,781362,645.8,34.63,256.47,41.76,33.96,2.11,25.25,83.71,89.2,41.97,482.18,3.39,100.17
City452,7737495,304.81,20.93,484.84,22.69,26.23,81.94,91.25,69.25,54.29,83.3,286.4,80.3,58.58
City453,6900917,598.99,10.95,632.33,28.24,45.13,6.19,33.49,55.38,34.7,2.74,956.06,81.16,67.39
City454,714941,246.16,82.57,962.84,23.72,83.34,51.38,47.22,50.72,68.48,6.35,819.43,81.22,78.33
City455,113081,433.03,6.14,822.09,22.48,89.82,37.93,74.86,93.4,88.39,58.1,666.73,94.77,110.91
City456,710928,94.24,46.93,785.76,28.59,11.5,72.6,14.2,33.01,84.44,77.91,300.06,13.11,110.44
City457,7592133,949.33,38.38,972.12,26.24,71.55,20.56,68.02,79.01,80.75,72.9,776.56,46.82,74.66
City458,8083405,765.1,51.3,829.88,56.71,31.86,10.09,74.41,19.22,46.69,64.08,792.1,48.93,36.5
City459,7623430,493.94,11.54,329.85,14.27,46.99,68.88,90.11,23.61,47.37,66.99,823.19,90.48,68.39
City460,1942163,334.18,54.53,632.32,14.49,82.3,92.18,8.4,44.4,97.5,7.69,243.16,29.34,31.01
City461,194459,465.42,48.16,434.42,25.27,76.05,77.63,61.43,49.69,77.8,1.14,902.3,89.15,106.46
City462,7745469,794.68,42.28,985.5,65.68,55.65,25.4,52.66,56.75,99.6,56.45,771.04,96.67,110.27
City463,6898269,240.12,90.48,326.8,54.8,53.71,74.26,75.5,68.76,79.2,49.83,676.81,25.21,114.61
City464,399052,580.16,53.02,501.81,78.69,25.97,84.78,38.87,22.68,54.24,85.95,125.99,54.44,93.96
City465,8104149,103.22,79.47,958.93,59.33,84.47,4.02,42.4,18.57,4.05,9.86,465.79,32.92,98.94
City466,3498683,567.57,52.25,391.1,75.3,37.96,27.61,14.02,72.7,21.88,37.91,444.22,29.52,72.22
City467,5905910,677.69,56.68,503.13,43.19,34.89,57.61,48.61,50.95,75.32,79.93,506.1,61.76,96.43
City468,6118467,761.07,47.52,971.9,60.6,30.36,26.25,24.0,46.72,59.03,80.85,365.58,15.48,63.91
